300,300,60,-1.97689373
300,300,71.02040816,-2.382047832
300,300,82.04081633,-2.777218038
300,300,93.06122449,-3.156041736
300,300,104.0816327,-3.512203395
300,300,115.1020408,-3.839774435
300,300,126.122449,-4.13361352
300,300,137.1428571,-4.389878342
300,300,148.1632653,-4.606812262
300,300,159.1836735,-4.785058371
300,300,170.2040816,-4.92758366
300,300,181.2244898,-5.039307323
300,300,192.244898,-5.126524213
300,300,203.2653061,-5.196218056
300,300,214.2857143,-5.255356518
300,300,225.3061224,-5.310244591
300,300,236.3265306,-5.365990615
300,300,247.3469388,-5.426121724
300,300,258.3673469,-5.492378651
300,300,269.3877551,-5.564719963
300,300,280.4081633,-5.641560896
300,300,291.4285714,-5.720248585
300,300,302.4489796,-5.797727716
300,300,313.4693878,-5.871289755
300,300,324.4897959,-5.939253589
300,300,335.5102041,-6.001427305
300,300,346.5306122,-6.059260986
300,300,357.5510204,-6.115695709
300,300,368.5714286,-6.174799464
300,300,379.5918367,-6.241320165
300,300,390.6122449,-6.320273058
300,300,401.6326531,-6.416634804
300,300,412.6530612,-6.535167141
300,300,423.6734694,-6.680357415
300,300,434.6938776,-6.856446267
300,300,445.7142857,-7.067510097
300,300,456.7346939,-7.317570774
300,300,467.755102,-7.610711566
300,300,478.7755102,-7.951182704
300,300,489.7959184,-8.343479763
300,300,500.8163265,-8.792370622
300,300,511.8367347,-9.302827401
300,300,522.8571429,-9.879779274
300,300,533.877551,-10.52752218
300,300,544.8979592,-11.24846949
300,300,555.9183673,-12.04065432
300,300,566.9387755,-12.89297027
300,300,577.9591837,-13.77675508
300,300,588.9795918,-14.63310557
300,300,600,-15.36066831
300,315,60,-2.083053561
300,315,71.02040816,-2.501610741
300,315,82.04081633,-2.906892138
300,315,93.06122449,-3.292811663
300,315,104.0816327,-3.653384519
300,315,115.1020408,-3.98230133
300,315,126.122449,-4.273274094
300,315,137.1428571,-4.521900114
300,315,148.1632653,-4.725700852
300,315,159.1836735,-4.884575573
300,315,170.2040816,-5.001042061
300,315,181.2244898,-5.080068764
300,315,192.244898,-5.12846455
300,315,203.2653061,-5.153956982
300,315,214.2857143,-5.164181827
300,315,225.3061224,-5.165799704
300,315,236.3265306,-5.163881702
300,315,247.3469388,-5.161618093
300,315,258.3673469,-5.160339153
300,315,269.3877551,-5.15980137
300,315,280.4081633,-5.158673065
300,315,291.4285714,-5.155136618
300,315,302.4489796,-5.147506811
300,315,313.4693878,-5.134756179
300,315,324.4897959,-5.116853212
300,315,335.5102041,-5.094863512
300,315,346.5306122,-5.0708257
300,315,357.5510204,-5.047468732
300,315,368.5714286,-5.027863896
300,315,379.5918367,-5.015097624
300,315,390.6122449,-5.012021137
300,315,401.6326531,-5.021097242
300,315,412.6530612,-5.044336729
300,315,423.6734694,-5.083301811
300,315,434.6938776,-5.139150438
300,315,445.7142857,-5.212698559
300,315,456.7346939,-5.304483394
300,315,467.755102,-5.414816706
300,315,478.7755102,-5.543821559
300,315,489.7959184,-5.691449006
300,315,500.8163265,-5.857472603
300,315,511.8367347,-6.041459202
300,315,522.8571429,-6.242714413
300,315,533.877551,-6.460201046
300,315,544.8979592,-6.69242923
300,315,555.9183673,-6.937318387
300,315,566.9387755,-7.192034797
300,315,577.9591837,-7.452815212
300,315,588.9795918,-7.714797986
300,315,600,-7.97189895
300,325,60,-2.262705743
300,325,71.02040816,-2.759225017
300,325,82.04081633,-3.250666366
300,325,93.06122449,-3.725588442
300,325,104.0816327,-4.172870907
300,325,115.1020408,-4.582300602
300,325,126.122449,-4.945595426
300,325,137.1428571,-5.257379286
300,325,148.1632653,-5.515282704
300,325,159.1836735,-5.720085443
300,325,170.2040816,-5.875562633
300,325,181.2244898,-5.987930299
300,325,192.244898,-6.064943026
300,325,203.2653061,-6.114815901
300,325,214.2857143,-6.145182523
300,325,225.3061224,-6.162267354
300,325,236.3265306,-6.170381633
300,325,247.3469388,-6.171783255
300,325,258.3673469,-6.166886528
300,325,269.3877551,-6.154763452
300,325,280.4081633,-6.133836515
300,325,291.4285714,-6.102626319
300,325,302.4489796,-6.060400875
300,325,313.4693878,-6.007594805
300,325,324.4897959,-5.94592935
300,325,335.5102041,-5.87824839
